model,iteration,position,hypothesis_name,prev_best_name,rationale,oracle_prediction,prev_best_score,avg_param_distance,prior_result_words,has_numeric_score,has_feedback_reference,score_improvement_vs_prior_best,exploitation_score,n_params_changed,n_constructive_changes,n_destructive_changes,param_change_details,Mg_glutamate_mM_distance,K_glutamate_mM_distance,DTT_mM_distance,NTP_multiplier_distance,PEG_8000_percent_distance,temperature_C_distance,plasmid_concentration_nM_distance,curr_Mg_glutamate_mM,curr_K_glutamate_mM,curr_DTT_mM,curr_NTP_multiplier,curr_PEG_8000_percent,curr_temperature_C,curr_plasmid_concentration_nM,curr_energy_source,curr_extract_type,curr_chaperones,curr_reaction_mode,prev_Mg_glutamate_mM,prev_K_glutamate_mM,prev_DTT_mM,prev_NTP_multiplier,prev_PEG_8000_percent,prev_temperature_C,prev_plasmid_concentration_nM,prev_energy_source,prev_extract_type,prev_chaperones,prev_reaction_mode
gemini-2.5-flash,11,0,Wild-Type Extract Optimization with Maltodextrin,Exploring Higher K Glutamate and Lower NTP Microfluidic,"Revisiting the wild-type extract, this hypothesis uses maltodextrin for sustained energy and includes GroES/EL chaperones in a batch reaction, hoping to find a more optimal combination than previously observed for this extract type.",0.1319688933979515,0.26246070456267234,2.9285714285714284,['previous'],False,True,-0.13049181116472083,0.5555555555555556,9,5,4,"{'Mg_glutamate_mM': {'prev': 4.5, 'curr': 5.0, 'delta': 0.5, 'constructive': True}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 70.0, 'delta': -10.0, 'constructive': True}, 'DTT_mM': {'prev': 1.5, 'curr': 2.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 1.5, 'curr': 2.0, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.5, 'curr': 1.0, 'delta': -1.5, 'constructive': True}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 9.5, 'curr': 7.5, 'delta': -2.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'wild-type', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'chaperones': {'prev': 'combined', 'curr': 'GroES/EL', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'reaction_mode': {'prev': 'microfluidic', 'curr': 'batch', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}}",1.0,10.0,2.0,1.0,4.0,0.0,2.5,5.0,70.0,2.0,2.0,1.0,30.0,7.5,3-PGA + maltodextrin,wild-type,GroES/EL,batch,4.5,80.0,1.5,1.5,2.5,25.0,9.5,3-PGA + maltodextrin,KC6,combined,microfluidic
gemini-2.5-flash,12,0,KC6 Semi-Continuous Enhanced Mg and K,Wild-Type Extract Optimization with Maltodextrin,"Optimizing around the previously successful KC6 extract in semi-continuous mode, this hypothesis investigates a slightly higher Mg_glutamate concentration while maintaining optimal K_glutamate, DTT, and energy source to boost protein synthesis further.",0.3891989643545901,0.1319688933979515,3.357142857142857,['previous'],False,True,0.25723007095663863,0.6666666666666666,6,4,2,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 70.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.0, 'curr': 1.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 1.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 7.5, 'curr': 8.0, 'delta': 0.5, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'wild-type', 'curr': 'KC6', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'DnaK/DnaJ/GrpE', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'reaction_mode': {'prev': 'batch', 'curr': 'semi-continuous', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}}",0.0,10.0,1.5,1.0,4.0,5.0,2.0,6.0,70.0,1.5,2.0,1.0,25.0,8.0,3-PGA + maltose,KC6,DnaK/DnaJ/GrpE,semi-continuous,5.0,70.0,2.0,2.0,1.0,30.0,7.5,3-PGA + maltodextrin,wild-type,GroES/EL,batch
gemini-2.5-flash,13,0,Optimal Plasmid & PEG with KC6 Semi-continuous DnaK,KC6 Semi-Continuous Enhanced Mg and K,"Building on the high productivity of the previous KC6 semi-continuous setup, this hypothesis increases both plasmid concentration and PEG to further optimize template availability and macromolecular crowding for protein synthesis.",0.3819129652258597,0.3891989643545901,3.0714285714285716,['previous'],False,True,-0.007285999128730403,0.0,2,0,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 70.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.5, 'curr': 1.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 2.0, 'delta': 1.0, 'constructive': False}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 8.0, 'curr': 9.0, 'delta': 1.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'DnaK/DnaJ/GrpE', 'curr': 'DnaK/DnaJ/GrpE', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,10.0,1.5,1.0,3.0,5.0,1.0,6.0,70.0,1.5,2.0,2.0,25.0,9.0,3-PGA + maltose,KC6,DnaK/DnaJ/GrpE,semi-continuous,6.0,70.0,1.5,2.0,1.0,25.0,8.0,3-PGA + maltose,KC6,DnaK/DnaJ/GrpE,semi-continuous
gemini-2.5-flash,14,0,Slightly Higher Temperature for KC6 Semi-continuous DnaK,Optimal Plasmid & PEG with KC6 Semi-continuous DnaK,"Given the stability of the previous parameters, a slight increase in temperature to 30°C might enhance reaction kinetics and protein folding efficiency without causing significant protein degradation, potentially leading to higher productivity.",0.36689389920004156,0.3819129652258597,2.357142857142857,['previous'],False,True,-0.01501906602581815,0.0,1,0,1,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 70.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.5, 'curr': 1.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 9.0, 'curr': 9.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'DnaK/DnaJ/GrpE', 'curr': 'DnaK/DnaJ/GrpE', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,10.0,1.5,1.0,3.0,0.0,1.0,6.0,70.0,1.5,2.0,2.0,30.0,9.0,3-PGA + maltose,KC6,DnaK/DnaJ/GrpE,semi-continuous,6.0,70.0,1.5,2.0,2.0,25.0,9.0,3-PGA + maltose,KC6,DnaK/DnaJ/GrpE,semi-continuous
gemini-2.5-flash,15,0,Resetting Core KC6 and Testing Combined Chaperones,Slightly Higher Temperature for KC6 Semi-continuous DnaK,"Given the plateauing productivity, we're returning to a slightly different set of well-performing conditions (lower T, balanced Mg/K, higher NTP) for KC6 semi-continuous and testing 'combined' chaperones with maltodextrin to see if this synergy can break the current productivity ceiling.",0.3979712737316824,0.36689389920004156,3.2142857142857144,[],False,False,0.031077374531640833,0.6666666666666666,6,4,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 5.5, 'delta': -0.5, 'constructive': False}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 70.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.5, 'curr': 1.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.5, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 1.5, 'delta': -0.5, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 9.0, 'curr': 8.5, 'delta': -0.5, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'DnaK/DnaJ/GrpE', 'curr': 'combined', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,10.0,1.5,0.5,3.5,5.0,1.5,5.5,70.0,1.5,2.5,1.5,25.0,8.5,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,70.0,1.5,2.0,2.0,30.0,9.0,3-PGA + maltose,KC6,DnaK/DnaJ/GrpE,semi-continuous
gemini-2.5-flash,16,0,Maximizing KC6 Combined Chaperone Productivity,Resetting Core KC6 and Testing Combined Chaperones,"Building on the good performance of combined chaperones with KC6 semi-continuous, this hypothesis further optimizes DTT, PEG, and plasmid concentration, aiming to push the productivity limit further in this promising setup.",0.3956665261043095,0.3979712737316824,3.142857142857143,[],False,False,-0.0023047476273728718,0.3333333333333333,3,1,2,"{'Mg_glutamate_mM': {'prev': 5.5, 'curr': 5.5, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 70.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.5, 'curr': 2.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 1.5, 'curr': 2.0, 'delta': 0.5, 'constructive': False}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 8.5, 'curr': 9.0, 'delta': 0.5, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.5,10.0,2.0,0.5,3.0,5.0,1.0,5.5,70.0,2.0,2.5,2.0,25.0,9.0,3-PGA + maltodextrin,KC6,combined,semi-continuous,5.5,70.0,1.5,2.5,1.5,25.0,8.5,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,17,0,Probing Optimal Mg and K for KC6 Combined,Maximizing KC6 Combined Chaperone Productivity,"Given the plateau in productivity, we will explore slightly higher Mg and K concentrations, which might be limiting at current levels, while maintaining other successful parameters to push the system further.",0.4018492588521401,0.3956665261043095,2.357142857142857,[],False,False,0.006182732747830599,0.5,2,1,1,"{'Mg_glutamate_mM': {'prev': 5.5, 'curr': 6.0, 'delta': 0.5, 'constructive': True}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 75.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 9.0, 'curr': 9.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,2.0,0.5,3.0,5.0,1.0,6.0,75.0,2.0,2.5,2.0,25.0,9.0,3-PGA + maltodextrin,KC6,combined,semi-continuous,5.5,70.0,2.0,2.5,2.0,25.0,9.0,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,18,0,Optimal KC6 Semi-Continuous Plasmid and Temperature,Probing Optimal Mg and K for KC6 Combined,"Building on the recent slight improvement, this hypothesis pushes plasmid concentration to its experimental limit and increases temperature to 30C, aiming to further enhance transcription and translation rates within the proven KC6 semi-continuous setup.",0.3858742898647264,0.4018492588521401,1.5,[],False,False,-0.01597496898741374,0.0,2,0,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 9.0, 'curr': 10.0, 'delta': 1.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,2.0,0.5,3.0,0.0,0.0,6.0,75.0,2.0,2.5,2.0,30.0,10.0,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,75.0,2.0,2.5,2.0,25.0,9.0,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,19,0,Targeting Peak DTT and Plasmid in KC6 Semi-Continuous,Optimal KC6 Semi-Continuous Plasmid and Temperature,"Given persistent strong results from KC6 and semi-continuous, this hypothesis pushes DTT to its upper optimal range and slightly moderates plasmid concentration, aiming to improve protein folding and optimize DNA template availability for maximal productivity.",0.40404781124532696,0.3858742898647264,2.4285714285714284,[],False,False,0.018173521380600577,1.0,3,3,0,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.0, 'curr': 3.0, 'delta': 1.0, 'constructive': True}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 9.5, 'delta': -0.5, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,3.0,0.5,3.0,5.0,0.5,6.0,75.0,3.0,2.5,2.0,25.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,75.0,2.0,2.5,2.0,30.0,10.0,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,20,0,Ultra-Optimized KC6 with Maltose and Combined Chaperones,Targeting Peak DTT and Plasmid in KC6 Semi-Continuous,"Building on consistently strong performance, this hypothesis refines DTT, increases PEG, and maximizes plasmid concentration, while returning to maltose as the energy source to potentially achieve peak productivity in the semi-continuous KC6 combined chaperone system.",0.39906655974396943,0.40404781124532696,2.2142857142857144,[],False,False,-0.004981251501357531,0.0,3,0,3,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 3.0, 'curr': 2.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.5, 'delta': 0.5, 'constructive': False}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 9.5, 'curr': 10.0, 'delta': 0.5, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,2.5,0.5,2.5,5.0,0.0,6.0,75.0,2.5,2.5,2.5,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous,6.0,75.0,3.0,2.5,2.0,25.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,21,0,Reset to Best Performer with Mild Temperature Increase,Ultra-Optimized KC6 with Maltose and Combined Chaperones,"Given the plateau, we return to the exact conditions that yielded the highest productivity previously and introduce a mild temperature increase to 30C, hoping to further enhance the reaction kinetics without compromising stability.",0.3890287452195088,0.39906655974396943,1.7142857142857142,['previous'],False,True,-0.01003781452446062,0.75,4,3,1,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.5, 'curr': 3.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.5, 'curr': 2.0, 'delta': -0.5, 'constructive': True}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 10.0, 'curr': 9.5, 'delta': -0.5, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,3.0,0.5,3.0,0.0,0.5,6.0,75.0,3.0,2.5,2.0,30.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,75.0,2.5,2.5,2.5,25.0,10.0,3-PGA + maltose,KC6,combined,semi-continuous
gemini-2.5-flash,22,0,Exploring Higher DTT with KC6 Maltodextrin Combined,Reset to Best Performer with Mild Temperature Increase,"Returning to 25C but maintaining the optimal DTT from previous top performers, this hypothesis aims to re-evaluate the impact of higher DTT on protein folding without the potential negative effects of elevated temperature in complex systems.",0.40404781124532696,0.3890287452195088,2.4285714285714284,['previous'],False,True,0.01501906602581815,1.0,1,1,0,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 9.5, 'curr': 9.5, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,3.0,0.5,3.0,5.0,0.5,6.0,75.0,3.0,2.5,2.0,25.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,75.0,3.0,2.5,2.0,30.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous
gemini-2.5-flash,23,0,Maximal Plasmid & PEG with Optimal DTT and Temp 25,Exploring Higher DTT with KC6 Maltodextrin Combined,"Building on the highest productivity achieved so far, this hypothesis further increases PEG and plasmid concentration at 25C, leveraging potentially enhanced molecular crowding and template availability for yet higher yields.",0.40040481168096176,0.40404781124532696,2.2857142857142856,[],False,False,-0.0036429995643652013,0.0,2,0,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.5, 'delta': 0.5, 'constructive': False}, 'temperature_C': {'prev': 25.0, 'curr': 25.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 9.5, 'curr': 10.0, 'delta': 0.5, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'combined', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,3.0,0.5,2.5,5.0,0.0,6.0,75.0,3.0,2.5,2.5,25.0,10.0,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,75.0,3.0,2.5,2.0,25.0,9.5,3-PGA + maltodextrin,KC6,combined,semi-continuous
